is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,threads,ref,rc_lookahead,no_8x8dct,no_cabac,no_deblock,no_mbtree,no_fast_pskip,no_mixed_refs
True,4,25,,,,1214,8,2,160,0,0,1,1,1,0
True,4,25,,,,1644,4,1,160,1,0,0,1,1,0
True,4,25,,,,1777,4,2,160,0,0,1,0,1,0
True,4,25,,,,1916,8,8,160,1,1,0,0,1,0
True,4,30,,,,185,1,16,0,0,1,1,1,0,0
True,4,30,,,,257,1,2,0,1,1,0,1,0,1
True,4,30,,,,363,4,16,0,1,1,0,1,0,1
True,4,30,,,,416,2,1,0,1,1,0,1,1,1
True,4,30,,,,430,1,4,0,1,0,1,0,1,0
True,4,35,,,,568,1,16,0,0,0,0,1,0,0
True,4,35,,,,1105,1,1,10,1,0,0,1,0,1
True,4,35,,,,1710,2,2,40,1,0,1,0,1,0
True,4,35,,,,1932,1,2,160,0,0,1,0,0,1
True,4,35,,,,1999,2,8,160,1,1,0,1,0,0
True,4,40,,,,146,1,16,10,0,1,1,0,1,0
True,4,40,,,,1420,8,16,0,0,1,0,0,0,1
True,4,40,,,,1542,2,16,0,1,1,0,0,1,1
True,4,40,,,,1682,4,8,0,1,1,0,0,0,0
True,4,40,,,,1905,4,16,10,1,0,1,0,1,1
True,4,45,,,,713,1,16,0,0,0,1,1,1,1
True,4,45,,,,977,1,8,0,1,1,1,0,0,0
True,4,45,,,,1403,4,8,10,1,1,1,0,0,0
True,4,45,,,,1567,8,8,0,1,1,0,1,1,1
True,4,45,,,,1640,2,8,0,1,1,0,0,1,1
True,4,50,,,,192,8,16,10,1,0,1,1,1,1
True,4,50,,,,1273,8,1,0,0,0,1,1,1,0
True,4,50,,,,1594,4,1,10,1,0,1,0,0,1
True,4,50,,,,1597,2,2,10,1,0,1,1,1,0
True,4,50,,,,1631,4,16,10,0,0,1,1,0,1
True,4,55,,,,1159,2,4,10,0,0,0,0,1,1
True,4,55,,,,1312,1,8,40,1,1,1,1,0,0
True,4,55,,,,1493,1,16,160,0,0,0,0,0,0
True,4,55,,,,1519,4,16,0,0,1,0,1,0,0
True,4,55,,,,1753,2,2,160,1,1,0,1,1,1
True,4,60,,,,345,8,1,40,0,0,1,0,1,0
True,4,60,,,,539,8,1,0,0,1,0,1,1,0
True,4,60,,,,962,8,16,0,0,0,0,1,0,0
