is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,threads,ref,rc_lookahead,no_8x8dct,no_cabac,no_deblock,no_mbtree,no_fast_pskip,no_mixed_refs
True,2,40,"('no_mbtree', 'ref')",0.0,2.0,1320,4,2,160,0,1,1,0,1,0
True,2,40,"('no_mixed_refs', 'ref')",1.0,1.0,1352,2,1,10,1,1,1,1,0,1
True,2,45,"('no_mbtree', 'ref')",1.0,8.0,654,8,8,40,1,0,0,1,0,0
True,2,45,"('no_fast_pskip', 'ref')",1.0,2.0,731,2,2,160,1,1,0,0,1,1
True,2,45,"('no_deblock', 'ref')",0.0,1.0,1227,4,1,0,1,0,0,1,0,0
True,2,45,"('ref',)",1.0,,1487,4,1,0,0,1,0,0,0,1
True,2,45,"('no_mixed_refs', 'rc_lookahead')",1.0,160.0,1799,4,8,160,0,1,1,1,1,1
True,2,50,"('ref',)",16.0,,395,8,16,40,0,1,1,1,0,1
True,2,50,"('no_mixed_refs', 'threads')",0.0,8.0,680,8,4,10,1,0,0,1,1,0
True,2,50,"('no_fast_pskip', 'ref')",1.0,1.0,1080,2,1,40,1,1,0,0,1,0
True,2,50,"('no_deblock', 'ref')",1.0,4.0,1434,2,4,0,1,0,1,1,1,0
True,2,50,"('no_mixed_refs', 'ref')",0.0,16.0,1584,8,16,0,0,0,1,0,1,0
True,2,55,"('ref',)",16.0,,685,8,16,10,1,0,1,1,1,1
True,2,55,"('no_mixed_refs', 'threads')",1.0,4.0,898,4,1,40,1,0,0,0,1,1
True,2,55,"('no_fast_pskip', 'ref')",0.0,4.0,924,1,4,40,0,0,0,1,0,0
True,2,55,"('no_deblock', 'ref')",0.0,16.0,1169,2,16,40,0,1,0,0,1,1
True,2,55,"('no_mixed_refs', 'ref')",1.0,8.0,1568,4,8,40,1,1,0,1,0,1
True,2,60,"('no_mixed_refs', 'ref')",0.0,16.0,133,8,16,0,0,1,1,1,1,0
True,2,60,"('no_fast_pskip', 'ref')",1.0,2.0,369,8,2,0,1,0,0,1,1,0
True,2,60,"('threads',)",4.0,,837,4,4,0,1,0,0,0,0,0
True,2,60,"('no_deblock', 'ref')",1.0,8.0,1243,4,8,0,1,0,1,1,0,0
True,2,60,"('ref',)",2.0,,1619,2,2,0,1,0,1,0,0,1
True,2,65,"('no_fast_pskip', 'ref')",0.0,16.0,363,4,16,0,1,1,0,1,0,1
True,2,65,"('ref',)",1.0,,944,1,1,40,0,1,1,0,0,1
True,2,65,"('threads',)",2.0,,1119,2,1,40,1,1,1,0,1,1
True,2,65,"('no_mixed_refs', 'ref')",1.0,8.0,1579,2,8,10,0,1,0,0,0,1
True,2,65,"('no_deblock', 'ref')",1.0,4.0,1604,8,4,40,1,1,1,1,1,1
