taskID,method,time,energy,threads,ref,rc_lookahead,no_8x8dct,no_cabac,no_deblock,no_mbtree,no_fast_pskip,no_mixed_refs
717,system,627.6391716002557,833.6807551849299,8,8,40,0,0,0,0,0,1
718,system,1599.3820233343872,2348.9471900123635,2,16,40,1,0,1,0,1,1
719,system,589.138210296555,792.813443267941,4,2,0,1,1,1,1,1,1
720,system,450.309635639131,593.4070287102074,8,1,0,1,1,1,0,1,0
721,system,500.64084434502627,665.6422047273899,4,1,0,1,1,0,1,1,0
722,system,592.7430157660882,852.7582686946827,2,1,10,1,1,0,0,1,0
723,system,1457.0882492064354,2107.5129623503103,2,8,0,0,0,1,1,1,0
724,system,700.2794857024519,1011.0787681420557,2,2,10,1,1,0,0,1,1
725,system,1003.8546614645716,1380.8444384855131,4,8,0,1,0,1,0,0,0
726,system,1175.6769285201926,1498.1419068394428,1,2,0,0,0,0,1,1,0
727,system,1961.8105621337725,2468.8142798713766,1,8,0,0,0,0,0,1,0
728,system,681.0840263365881,918.0647488239749,4,4,40,0,0,0,0,0,0
729,system,2550.951973438241,3223.902563538926,1,16,40,1,0,1,0,0,0
730,system,762.4622907637896,1083.9818620762667,2,2,40,0,1,0,0,0,0
731,system,727.2477798461318,1029.4543748221101,2,2,160,1,1,0,0,1,1
732,system,573.1246662139177,750.7716590831004,8,2,160,1,0,1,0,1,0
733,system,1310.0833024977621,1897.034487887729,2,8,0,1,1,1,1,0,0
734,system,987.6319570540601,1427.9171759724986,2,4,10,1,1,1,1,1,0
735,system,657.7893943785717,860.800482983222,8,8,40,1,1,0,1,0,1
736,system,479.05367469781504,641.4268500101109,4,1,10,1,0,1,0,1,0
737,system,429.38201045984215,563.7163937753712,8,1,10,0,0,1,0,0,1
738,system,669.8831591605536,966.2504519980313,2,1,0,0,0,0,1,1,0
739,system,1043.199961185332,1435.9676866290392,4,8,10,0,0,1,1,0,0
740,system,1633.3623003959517,2050.5940116981155,1,8,40,1,1,1,1,1,1
741,system,659.2068133353281,867.036753511117,8,8,0,1,0,0,0,0,1
742,system,669.9577069281695,898.6955087460524,4,2,160,0,1,1,1,0,0
743,system,511.85789346688455,676.4972739730583,4,1,160,0,1,0,1,1,1
744,system,3035.607161521886,3827.350345373942,1,16,0,1,0,1,0,1,0
745,system,1247.6942176818743,1561.8004580247577,1,4,0,0,1,1,1,0,0
746,system,550.9441685675845,722.2902316114231,8,2,40,1,0,0,0,1,0
747,system,1185.0415287016442,1621.946556566151,4,16,160,1,1,0,1,1,1
748,system,578.2628111838549,767.5386759146184,4,2,40,0,0,1,1,0,1
749,system,1017.8657832144829,1474.6144407010092,2,8,10,1,1,0,1,0,1
750,system,855.6596107481855,1163.3367369016278,4,8,0,0,0,1,1,1,1
751,system,1028.8715858458163,1399.94608068413,4,16,160,0,1,1,1,0,1
752,system,829.8507690428984,1189.2203210048433,2,4,160,0,1,0,1,1,1
753,system,994.2010560035621,1249.1994594413331,1,2,10,0,0,0,0,1,1
754,system,1401.8265004156938,2053.8681084313316,2,16,160,0,1,0,0,0,1
755,system,1646.4772467613082,2066.8845585698205,1,8,160,1,0,0,0,0,0
756,system,1317.1380634306843,1892.5955793863984,2,8,40,1,0,1,1,0,0
757,system,1247.980612754811,1560.7707837807397,1,4,160,0,0,1,0,1,0
758,system,661.4274816512481,940.8809469140128,2,1,40,1,0,1,1,0,1
759,system,538.5451097487727,711.9417533083106,4,2,40,0,0,0,0,0,1
760,system,681.1156291960735,894.0846343593118,8,8,10,1,0,1,0,1,1
761,system,506.16997289650544,669.4185899151803,8,2,0,1,0,1,0,0,1
762,system,1155.196746826162,1476.0831324248547,1,4,0,0,1,1,0,1,1
763,system,629.074334621341,825.4486586365722,8,4,160,1,1,0,1,1,0
764,system,626.1553292273697,845.2961928796103,4,4,0,1,1,0,0,1,1
765,system,1132.9017138481045,1446.507726815364,1,2,40,0,1,0,1,0,0
766,system,1095.708375930663,1522.7747610108227,4,8,40,1,0,0,1,1,0
767,system,919.2936506270636,1325.0391872684456,2,4,40,0,1,1,0,1,0
768,system,1001.8177323340574,1437.156597806515,2,4,160,0,0,1,1,1,0
769,system,2401.1849341392317,3035.7560936033756,1,16,40,1,1,0,0,1,1
770,system,1183.4683485031028,1484.4359228322355,1,2,10,0,0,1,1,1,0
771,system,596.121944904253,796.1739530446443,4,2,0,1,0,0,1,1,1
772,system,857.3137040137206,1156.2790854240995,4,8,10,0,0,0,1,1,1
773,system,1394.8851599692275,2006.781744328471,2,8,10,1,1,0,1,1,0
774,system,812.2118639944946,1068.4124695972534,8,8,160,0,0,1,0,0,0
775,system,485.6187648772637,646.7241879409866,4,1,160,1,1,1,0,0,0
776,system,2131.332713127118,2701.3960305982105,1,16,40,1,0,0,0,0,1
777,system,1102.8357954025175,1381.5366553148685,1,2,160,0,0,0,0,1,0
778,system,519.099474430015,682.432943965253,8,2,160,0,1,0,1,1,1
779,system,434.06837606424165,565.3889686258234,8,1,10,0,0,0,0,1,1
780,system,520.5780262946354,679.2068584601335,8,2,0,0,0,0,0,1,1
781,system,997.4278855322603,1360.515898912244,4,8,40,1,0,0,1,0,0
782,system,533.0674910544632,700.9167962270739,8,4,40,0,1,0,0,1,1
783,system,744.8885707854612,1057.9269926932516,2,2,160,1,0,1,0,1,1
784,system,1680.4585852621217,2338.6521331905,4,16,10,0,1,0,1,1,0
785,system,426.0284857749346,560.4617860697306,8,1,10,1,1,1,0,1,1
786,system,552.2720460890989,733.2772168125996,8,4,10,1,1,0,0,0,0
787,system,643.7824716567188,870.2804522907196,4,4,0,0,1,1,1,1,1
788,system,1265.8801078794697,1702.4537952032492,8,16,40,0,0,1,0,1,0
789,system,627.4305586814096,846.1344759829639,4,4,160,1,1,0,1,1,1
790,system,506.54920721047324,672.3182557754659,4,1,10,1,1,1,1,1,1
791,system,448.1222257613519,589.6888272104151,8,1,10,1,1,0,1,0,1
792,system,571.7427687644208,748.6621668371879,8,2,160,1,0,1,1,0,0
793,system,725.8718070983014,985.3447142424814,4,4,0,1,0,1,1,0,0
794,system,985.4108147619969,1336.8090483273004,4,16,160,0,0,1,0,0,1
795,system,842.2843046187211,1129.5630183183387,8,16,10,0,1,0,0,0,1
796,system,1113.1349029539558,1490.009485988757,8,16,160,1,0,1,0,0,0
797,system,756.1782784461009,1016.8349209478667,4,8,0,0,1,0,1,0,1
798,system,454.6097540854775,597.6896171389502,8,1,160,0,0,0,1,0,0
799,system,2161.1620507238763,3151.614493198984,2,16,40,1,1,0,1,1,0
800,system,647.9314417838243,874.6546187955761,4,4,160,0,0,0,1,1,1
801,system,1773.9437689781037,2247.137970257681,1,8,0,1,1,0,0,0,0
802,system,519.7593727111129,678.6928685025488,8,2,0,0,1,0,0,1,1
803,system,696.5410389899323,931.8610938136726,4,8,40,1,1,0,0,0,1
804,system,1001.7004699706947,1258.1037307523143,1,2,40,1,1,0,1,0,1
805,system,1096.1909937858488,1370.6620689806025,1,4,10,0,1,0,1,0,1
806,system,1130.814933776846,1412.0636190586445,1,4,0,1,1,0,1,1,1
807,system,1064.2377891539672,1535.1607308438563,2,8,10,1,0,0,0,1,1
808,system,622.9643983840407,877.9361614039972,2,1,160,0,1,0,0,1,0
809,system,504.71380472176423,658.539470148921,8,2,40,0,0,0,1,0,1
810,system,587.9804801940159,766.2342852474145,8,4,160,1,0,1,0,0,0
811,system,1140.321703433981,1430.5704972180433,1,2,160,0,1,1,1,0,0
812,system,860.7664866446742,1228.6322683807462,2,2,0,0,0,0,0,0,0
813,system,1545.6138901708746,2145.116259169281,4,16,0,0,0,1,1,0,0
814,system,1085.154596328726,1362.3388049123785,1,4,0,1,0,1,0,0,1
815,system,1456.4835190771837,2144.929163097125,2,16,10,1,1,1,1,0,1
816,system,579.4517335891036,769.1521544972687,4,4,160,0,1,0,0,0,1
817,system,861.941179752277,1230.7160406484475,2,2,160,0,1,1,1,0,0
818,system,1582.1823406219348,1986.8694817627543,1,8,10,0,0,1,0,1,1
819,system,1638.0391731260456,2277.831352584516,4,16,10,1,0,0,1,1,0
820,system,802.1501684188775,1010.4213921483785,1,1,10,1,1,1,0,1,0
821,system,1504.0270071028028,2090.2433186884873,4,16,40,1,0,0,0,1,0
822,system,730.8562669753145,976.5065481833253,4,8,160,0,0,0,0,0,1
823,system,1051.0388355254247,1520.0856506814864,2,8,10,0,1,1,1,0,1
824,system,884.5456023215517,1264.7503170621064,2,2,0,1,0,0,0,1,0
825,system,995.5581030844462,1355.7975437553396,4,8,40,1,1,1,1,0,0
826,system,759.1249346732116,1010.9064848581183,4,8,40,0,0,0,1,0,1
827,system,1454.8061175344667,2012.7775005116782,4,16,160,1,0,0,1,0,0
828,system,503.664528369837,673.8014735830574,4,1,40,1,1,0,1,1,0
829,system,655.8103470801708,943.1881505785655,2,1,160,1,0,0,1,0,1
830,system,519.4003791808411,685.789537500205,4,1,160,1,0,1,1,1,1
831,system,453.5165982245778,593.3449062301286,8,1,40,0,1,0,1,0,0
832,system,1223.2489151954546,1530.4088693138685,1,4,40,0,1,1,0,1,0
833,system,1651.9578762054302,2070.0689345970454,1,8,0,0,0,0,0,1,1
834,system,786.6843471526176,1068.7020209660654,4,4,160,0,1,1,1,1,0
835,system,2417.648054599741,3052.8302190478125,1,16,40,0,0,0,0,1,1
836,system,2016.7975482939198,2929.7954377553738,2,16,0,0,1,1,0,0,0
837,system,721.2095308302954,974.7516833593425,4,4,0,1,0,0,0,0,0
838,system,979.0295739173125,1409.2517253788546,2,8,160,0,1,1,0,0,1
839,system,1647.4837784767012,2063.8651365194023,1,8,0,1,0,1,1,1,1
840,system,641.250100612581,911.3577032781895,2,1,0,1,1,0,1,0,1
841,system,948.8826856612354,1369.25414558186,2,8,40,1,0,0,0,0,1
842,system,451.83136606210104,585.9147445437482,8,1,0,1,1,0,0,1,1
843,system,933.3715362548079,1333.4502674035052,2,4,0,0,1,0,1,0,0
844,system,645.5481495856437,864.0582754222507,4,4,0,0,1,1,1,1,1
845,system,1024.6286649702645,1384.8526268309695,4,16,40,0,1,1,1,0,1
846,system,986.4703884123427,1331.374044641267,8,16,10,1,1,1,1,1,1
847,system,2223.0439710615556,3229.2191934080597,2,16,40,0,1,1,1,1,0
848,system,742.4687156676595,1073.347328636598,2,2,0,1,0,0,0,0,1
849,system,518.2010927199635,692.706354227525,4,1,0,0,1,1,1,1,1
850,system,3013.0759916305287,3815.163945363778,1,16,0,1,1,0,1,1,0
851,system,1481.2469396589972,2174.9830156111384,2,16,10,0,0,0,1,0,1
852,system,838.5708718299795,1049.850900845015,1,1,160,0,0,0,0,1,0
853,system,462.5687112807571,602.8088438107823,8,1,40,0,1,1,1,1,1
854,system,854.7539825438283,1127.1114818354208,8,8,0,0,0,0,0,0,0
855,system,899.6795535087509,1138.9201919249679,1,1,160,0,0,1,1,1,1
856,system,518.4292154311437,690.2351057369175,4,1,0,0,1,1,0,1,0
857,system,585.76809310905,771.230427112109,8,2,0,1,0,0,0,1,0
858,system,2510.9639620780736,3201.6031680465653,1,16,40,0,1,0,1,1,1
859,system,792.991807937553,1146.7519094239906,2,4,0,0,0,0,0,0,1
860,system,538.4920845030979,709.2381899929436,8,2,10,0,1,0,0,1,0
861,system,1530.0900735853343,2129.694453002027,4,16,0,0,0,0,1,0,0
862,system,866.8762092590259,1109.6382682613137,1,1,10,1,0,0,1,0,0
863,system,1004.2267761230383,1262.7277181225245,1,2,40,1,1,0,1,0,1
864,system,782.8927416800541,1061.5700953612152,4,4,0,0,1,1,1,1,0
865,system,1483.351223468659,2183.7912199158377,2,16,10,1,0,1,1,0,1
866,system,1851.019358158096,2324.6563616811336,1,8,160,0,0,0,0,1,0
867,system,500.9394159316342,654.0974457589618,8,2,40,1,1,0,1,0,1
868,system,1373.799677371881,1963.2601151033848,2,8,160,0,0,1,0,1,0
869,system,838.3233895300845,1136.5538970766504,4,8,160,0,0,1,0,1,1
870,system,1250.7407426832444,1680.9250022086699,8,16,0,0,0,0,0,0,0
871,system,469.7313985823973,625.3747810404011,4,1,10,1,0,1,0,0,0
872,system,2513.564135074594,3185.465854323723,1,16,160,0,1,0,1,1,1
873,system,454.5403532981239,594.5629340256287,8,1,40,0,0,0,1,0,0
874,system,1726.1027541158753,2407.0691755518424,4,16,10,0,0,1,1,1,0
875,system,759.360073566354,1041.503020246711,4,4,160,0,0,0,0,1,0
876,system,661.3634481429448,945.1649638159215,2,1,10,1,0,0,1,0,1
877,system,732.1173939704005,996.3694306864393,4,4,160,1,0,1,1,0,0
878,system,771.9601616858538,1061.486102897014,4,4,0,1,0,1,0,1,0
879,system,720.6728630065276,1040.4387766648256,2,4,10,1,0,1,0,0,1
880,system,1675.6131706236558,2463.2794754349043,2,16,40,0,0,1,1,1,1
881,system,658.129255294739,947.7430203350997,2,1,0,1,1,1,1,1,0
882,system,1830.24785804747,2310.9802074784816,1,8,0,0,1,1,1,0,0
883,system,1010.63353490818,1384.7982523224914,4,8,10,1,0,1,0,1,0
884,system,463.11193799966264,605.3307523109208,8,1,40,0,0,1,1,0,1
885,system,1834.9300580024565,2332.6605737313243,1,8,0,0,1,1,1,0,0
886,system,1037.7185873985202,1296.465994889559,1,2,160,1,0,0,0,0,0
887,system,1343.2995600699355,1929.5201117858946,2,8,40,0,0,0,1,0,0
888,system,545.0279517173062,709.9359933797623,8,4,160,0,1,0,0,1,1
889,system,717.4040098189686,1024.9844018527647,2,2,10,0,1,0,0,1,1
890,system,2873.2669506072752,3622.16031610664,1,16,160,0,0,1,1,0,0
891,system,999.745969295369,1342.8938198142764,8,16,0,1,0,0,0,1,1
892,system,711.6991963385524,933.2820308967724,8,8,0,1,0,1,1,1,1
893,system,1137.1686873435062,1652.1309821300274,2,8,0,0,1,1,0,1,1
894,system,645.9321503638389,853.1143067310453,8,8,160,0,0,0,0,0,1
895,system,1451.6449036597141,2106.1644159611997,2,8,0,0,1,1,1,1,0
896,system,680.1696329116218,979.4036068589843,2,2,10,0,0,0,0,0,1
897,system,456.6918644904483,600.4687041132947,8,1,40,0,0,0,1,0,1
898,system,484.1156363486628,637.4183881347345,4,1,40,1,0,0,0,1,1
899,system,574.9305219649501,750.3108475105907,8,2,40,0,0,0,1,0,0
900,system,1234.5635199545138,1660.0342320730933,8,16,10,0,1,1,0,1,0
901,system,525.9040660857465,695.5112078068264,4,1,10,0,0,1,1,1,1
902,system,1146.3008322715662,1450.117999314826,1,2,0,0,0,1,1,0,0
903,system,1377.564196109674,1971.7422753998892,2,8,160,0,0,1,0,1,0
904,system,1476.2382602690464,2169.7812508649254,2,16,10,0,0,0,1,0,1
905,system,827.2015995979239,1043.2578876848893,1,1,40,0,1,1,0,1,0
906,system,460.7475280761113,608.81611114913,8,1,0,0,1,1,0,0,0
907,system,1201.8186483383076,1510.912120993547,1,4,160,1,1,1,0,1,0
908,system,1648.780643939792,2295.252338904858,4,16,40,1,1,1,1,1,0
909,system,895.9125247000451,1201.9856425751896,8,16,0,1,1,0,0,0,1
910,system,1017.2940745352495,1389.851017085216,4,8,40,0,1,0,1,0,0
911,system,691.8206672667502,912.6430275368718,8,8,40,0,0,1,0,1,1
912,system,1512.5518250463726,2095.3834772397113,4,16,10,1,0,1,0,1,0
913,system,1088.6769700048915,1464.8343430667535,8,16,40,1,0,0,0,0,0
914,system,516.4406886100094,683.2073572237141,4,2,10,1,1,1,0,0,1
915,system,658.3525881766534,887.7671141854312,4,2,160,1,0,0,0,1,0
916,system,527.8991651534359,698.5304283528816,8,4,40,0,1,0,0,1,1
917,system,572.0730032920181,768.8197582890027,4,2,160,1,1,0,0,1,1
918,system,1029.341740131247,1406.792736542458,4,16,0,0,0,0,0,0,1
919,system,1199.951749801476,1608.6668605500984,8,16,10,1,1,1,0,1,0
920,system,1043.6457824706154,1510.0330650107228,2,8,40,0,1,1,1,0,1
921,system,1015.9626555441487,1373.4461300126698,4,16,10,1,1,1,1,0,1
922,system,960.1900973318801,1299.873660025748,4,16,40,0,1,0,0,0,1
923,system,1176.6461362838645,1481.636900870335,1,2,40,0,0,0,1,1,0
924,system,1247.803122043599,1559.0410575036103,1,4,40,0,0,0,1,0,0
925,system,787.3769030569912,1035.2040322617704,8,8,10,0,0,1,0,0,0
926,system,570.2717938422421,756.6653143144787,4,2,160,0,1,1,1,0,1
927,system,2262.048321723919,2855.252737312914,1,16,0,1,0,1,0,0,1
928,system,1148.2304892539066,1655.2212400502297,2,8,40,0,0,0,1,1,1
929,system,662.4430122374666,887.6283750110758,4,2,160,1,0,1,1,0,0
930,system,615.4173097609752,819.3960593161569,4,2,160,1,1,0,0,0,0
931,system,848.2808136938979,1143.2627872044807,4,8,0,0,1,1,1,1,1
932,system,642.4902257918434,841.677860502621,8,4,40,1,0,1,1,1,0
933,system,498.19963359826124,661.8525285381177,4,1,160,1,1,1,1,0,1
934,system,758.7887420653311,1020.2573026296657,4,8,40,1,0,1,1,0,1
935,system,623.8772296904651,822.7884151393393,8,4,160,0,1,1,1,0,0
936,system,1326.4566512106892,1919.4421203154163,2,8,160,0,1,0,0,1,0
937,system,2033.5428647993508,2978.652814381417,2,16,0,0,0,0,1,0,0
938,system,512.320637702874,683.5774103568949,4,1,40,0,0,0,1,0,0
939,system,1829.4829440116725,2337.987800310251,1,8,40,0,0,0,1,0,0
940,system,1751.8014097212422,2573.540353606755,2,16,10,1,0,0,0,0,0
941,system,1423.0144786834599,1811.7203973814148,1,8,10,0,1,1,0,0,1
942,system,673.5968222617246,909.3488334989047,4,2,0,0,0,0,1,0,0
943,system,456.83135366433737,602.6051284815019,8,1,0,0,1,0,1,1,1
944,system,822.3987660407951,1046.0073955348441,1,1,40,0,1,1,0,0,1
945,system,518.1172089576038,690.0057077006554,4,1,10,1,0,0,1,1,1
946,system,838.6501626967289,1113.2000090759022,8,8,160,1,1,0,0,1,0
947,system,1828.1096849441371,2336.1730978934374,1,8,0,0,0,0,1,0,0
948,system,833.2599759101797,1057.7657130058828,1,1,160,0,1,1,0,1,0
949,system,1509.5897846221796,1892.4975414243622,1,8,40,1,1,1,1,0,1
950,system,1310.4537215231894,1880.5434798456945,2,8,160,1,1,1,0,1,0
951,system,467.21923828118713,616.14960546409,8,2,10,1,1,1,0,0,1
952,system,823.9939661025328,1189.6073136238329,2,2,10,0,0,0,0,1,0
953,system,584.794332504194,773.0503906062214,8,4,40,0,0,0,0,0,0
954,system,519.2751126288654,682.1269001248121,8,2,0,1,0,1,0,1,1
955,system,952.9595112799378,1295.185717801596,4,16,10,0,1,1,0,0,1
956,system,528.4641213416339,691.4520425769937,8,4,10,0,1,0,1,0,1
957,system,836.1022405624319,1052.9040043205393,1,1,160,0,0,0,0,1,1
958,system,1131.6362609863186,1419.6763333815338,1,4,40,1,0,1,0,0,0
959,system,750.1131730078977,1071.247025750396,2,2,40,0,0,1,1,0,1
960,system,507.5112552642228,674.1116215180678,4,1,160,1,0,1,0,1,0
961,system,555.9154038428611,738.6481416557396,4,2,160,0,0,0,0,0,1
962,system,1251.087883472275,1670.3025793707359,8,16,0,0,0,0,1,0,0
963,system,485.12109661096173,640.363765555615,4,1,40,1,0,0,0,1,0
964,system,874.4547471998908,1152.9382532748386,8,8,0,1,1,0,1,1,0
965,system,774.1952862738651,1051.3754022193027,4,4,160,1,0,1,1,1,0
966,system,817.1295700073173,1030.487720908522,1,1,10,0,0,1,0,0,0
967,system,1175.3116431234903,1606.2718207066864,4,16,40,1,1,0,1,1,1
968,system,451.4913182257983,588.8409076731615,8,1,10,1,1,1,1,0,0
969,system,2166.516575813145,3142.4898468485208,2,16,0,1,0,0,0,1,0
970,system,676.9828109740398,915.5604825867504,4,4,10,0,0,1,0,0,0
971,system,604.6084542273694,794.9058734092415,8,4,40,0,1,0,0,1,0
972,system,642.6087098120912,866.5102257843414,4,2,160,0,0,1,0,0,0
973,system,595.0322103499607,802.6479813447314,4,2,160,1,0,0,1,1,1
974,system,757.5011291502922,1021.4376626946311,4,8,40,1,0,0,1,0,1
975,system,2998.552401542638,3826.0082451412914,1,16,40,1,1,0,1,1,0
976,system,568.2029314040387,760.5058548246128,4,2,40,1,0,1,1,0,1
977,system,1788.7535138130036,2267.117595263499,1,8,0,1,1,1,0,0,0
978,system,829.3162775038977,1185.0270967457147,2,2,160,1,1,0,1,0,0
979,system,1019.4328184127721,1275.714554940585,1,4,40,0,1,0,0,0,1
980,system,1443.5493578909773,2069.6904134391657,2,8,0,0,1,1,0,1,0
981,system,1103.5087914466003,1588.8954984543216,2,8,160,0,1,1,0,1,1
982,system,575.9508190154259,751.8410074430708,8,2,0,0,0,1,0,0,0
983,system,1026.133061885825,1290.3391405577183,1,2,10,1,0,1,0,0,0
984,system,1303.9886436461402,1878.210119052587,2,8,10,1,1,0,1,0,0
985,system,1088.2560625075137,1496.7224019534854,4,8,160,0,0,1,0,1,0
986,system,1045.9492931365878,1316.290452029101,1,2,40,1,0,0,1,1,1
987,system,1195.1125569341943,1596.0964711790916,8,16,160,1,1,0,1,0,0
988,system,2031.6448540686072,2976.7761892455724,2,16,160,0,1,1,1,0,0
989,system,592.6739220618431,789.4426388894638,4,2,0,1,0,0,0,1,1
990,system,1148.0798182486583,1656.8211498170378,2,8,40,0,1,0,1,1,1
991,system,801.8242497443447,1147.452892968941,2,4,10,0,1,1,1,0,1
992,system,1367.1245746611546,1963.7979991054672,2,8,10,0,0,1,0,1,0
993,system,951.869389533871,1277.0801435176065,8,16,10,1,1,1,0,1,1
994,system,625.9921078681185,852.8946958876936,4,2,10,1,1,1,0,1,0
995,system,503.20858001702516,662.7606661341175,8,2,40,0,1,1,0,1,1
996,system,1189.7237687109516,1625.8565574621414,4,16,10,1,0,0,1,1,1
997,system,766.0042409895815,1012.7751969566982,8,8,40,1,0,1,0,0,0
998,system,836.6040678023581,1197.9307210308375,2,2,10,1,1,0,1,0,0
999,system,458.109200000702,597.3544449567588,8,1,10,0,0,1,1,0,0
1000,system,881.2325391768217,1164.047010003579,8,8,0,1,0,0,1,1,0
1001,system,763.6888475417263,1038.4207111643477,4,4,160,0,0,1,0,1,0
1002,system,2274.664601802807,2872.273783771543,1,16,0,0,0,0,0,0,1
1003,system,641.1884837149682,836.7459863794588,8,4,0,1,0,1,0,1,0
1004,system,881.410116672394,1157.463284129235,8,8,0,1,0,0,1,1,0
1005,system,673.2986679076548,963.8730959243848,2,2,10,1,0,0,0,0,1
1006,system,701.2155084609132,947.766307743151,4,2,40,0,0,0,1,1,0
1007,system,907.1303114889806,1212.1863665081123,8,16,160,0,1,1,1,0,1
1008,system,825.535820484094,1175.77590454301,2,2,40,0,0,0,0,1,0
1009,system,471.77132844918793,622.7522193849287,4,1,10,0,1,1,0,1,0
1010,system,529.3130726813546,698.5900624849198,8,4,40,0,1,1,1,0,1
1011,system,833.2909111975614,1128.2947955757463,4,8,10,1,1,1,1,1,1
1012,system,1161.6742482185266,1454.9275291353094,1,4,0,0,1,1,0,1,1
1013,system,492.34689617150156,647.0670593643807,8,2,10,1,0,1,0,1,1
1014,system,519.7972974776476,677.8194823422928,8,2,40,0,1,0,1,1,1
1015,system,1643.1818008422713,2064.3061759836087,1,8,40,1,0,1,1,1,1
1016,system,552.3011121749103,719.196436587698,8,4,10,0,1,1,1,1,1
1017,system,1806.498809814438,2267.018187644431,1,8,160,1,1,1,0,1,0
1018,system,995.1206765174782,1250.2280263770504,1,2,160,1,0,0,0,1,1
1019,system,1788.910596847405,2604.7709524443117,2,16,160,1,0,1,0,0,0
1020,system,854.1142649649892,1212.500981243116,2,4,160,0,1,0,0,0,0
1021,system,1099.3062820434477,1376.4198650892015,1,4,0,0,0,0,1,0,1
1022,system,595.6403284072367,839.906994695357,2,1,160,1,1,0,0,0,0
1023,system,648.1758632659316,921.7729140391858,2,1,0,1,1,1,1,1,0
1024,system,1074.6110806465058,1345.8777921390097,1,2,10,0,0,1,1,1,1
1025,system,1076.4397740363984,1346.22961202811,1,4,10,1,1,0,1,0,1
1026,system,751.0252032279295,1074.7706975651734,2,2,10,1,0,1,1,0,1
1027,system,513.3313384055485,679.4147519760407,8,2,160,0,1,0,0,1,1
1028,system,992.1998252867327,1340.1725920205338,8,16,0,1,1,1,0,1,1
1029,system,990.5620441435424,1335.8022574471313,8,16,0,1,0,0,0,1,1
1030,system,627.8918843268797,894.9506366143045,2,1,40,0,0,0,0,1,1
1031,system,584.2231144904558,835.0206287355608,2,1,40,1,1,0,0,0,0
1032,system,1284.6220755576117,1864.7597600962768,2,8,10,1,1,1,0,1,0
1033,system,2511.4588098525787,3215.6909208530465,1,16,0,0,0,1,0,1,1
1034,system,501.4814610480605,668.2822446629112,4,1,160,1,1,0,1,1,1
1035,system,1321.2230601310619,1681.6240892879528,1,4,0,0,0,1,1,1,0
1036,system,1800.068405628189,2296.607398695889,1,8,40,1,1,1,0,1,0
1037,system,509.70725679390813,674.8810836526696,4,1,160,0,1,0,1,1,0
1038,system,1055.0493278503327,1325.654479511405,1,2,40,0,0,1,0,0,0
1039,system,651.5671491622328,929.135962016719,2,1,160,1,1,0,1,1,0
1040,system,3072.6403889655808,3882.6461223469464,1,16,40,0,1,0,1,1,0
1041,system,1018.4619216917647,1386.6365086427027,4,16,0,1,0,0,1,0,1
1042,system,2502.970805168131,3161.934990917591,1,16,160,0,1,0,1,1,1
1043,system,1042.5612082481296,1325.6894742945797,1,2,0,1,1,0,0,1,1
1044,system,420.47893285745863,553.6798050815454,8,1,10,1,1,1,0,0,0
1045,system,644.3475780486164,848.8232152122571,8,4,10,1,0,1,1,1,0
1046,system,962.2307081222453,1207.09158344625,1,2,160,0,1,0,0,0,1
1047,system,990.1626524925148,1244.3068374129875,1,2,10,1,0,1,0,1,1
1048,system,1367.7623362540141,1964.1823812803948,2,8,40,0,0,1,1,0,0
1049,system,643.3670649527913,916.7066776588883,2,1,10,1,1,0,1,1,0
1050,system,896.005691051363,1205.5860780713533,8,16,0,1,0,0,1,0,1
1051,system,771.528469562463,1105.9234827934256,2,4,0,1,1,0,0,0,1
1052,system,1684.5040016172497,2345.8292704109294,4,16,0,0,1,0,1,1,0
1053,system,618.6711792945331,877.2295064440384,2,1,160,1,0,0,0,0,1
1054,system,669.2309112547895,884.6574068653943,8,8,40,0,1,1,1,0,1
1055,system,847.3098368643558,1141.7198669489558,8,16,10,1,0,1,0,0,1
1056,system,818.3049840927055,1038.28449565195,1,1,160,1,0,0,0,0,0
1057,system,1166.3269982336997,1691.8515359789633,2,8,10,1,1,1,0,0,0
1058,system,774.4066395758887,1119.3088038577214,2,4,10,1,1,0,1,0,1
1059,system,1194.1656160353239,1644.520652528258,4,16,0,1,0,1,0,1,1
1060,system,1825.0785608291471,2325.8049754938893,1,8,160,0,1,0,0,1,0
1061,system,817.6964488029411,1044.944263783503,1,1,10,0,1,1,0,1,0
1062,system,450.66951370233204,591.9781312447296,8,1,160,1,1,0,1,1,0
1063,system,444.42722797387717,586.491535384834,8,1,10,1,1,0,1,0,1
1064,system,862.6970882415698,1102.1147870614589,1,1,40,1,1,0,1,1,1
1065,system,1321.2148523328892,1776.2163483225004,8,16,0,1,0,1,1,1,0
1066,system,569.0335245131702,758.6350962863173,4,2,160,0,1,0,1,0,1
1067,system,901.654635429262,1213.9741759901542,8,16,40,1,0,1,1,0,1
1068,system,1638.386691093431,2062.2354510747773,1,8,160,1,1,0,0,0,0
1069,system,785.0538158416681,1000.800037190291,1,1,10,1,1,0,0,0,0
1070,system,948.5622577666136,1307.4867274850765,4,8,40,0,0,1,0,0,0
1071,system,1575.1178832052979,2322.4044163074323,2,16,40,1,1,0,0,1,1
1072,system,698.3058657645349,956.8671984173916,4,4,10,1,1,1,0,1,0
1073,system,2173.046358108371,3177.198897561125,2,16,160,1,1,1,1,1,0
1074,system,618.4513444899958,887.0636573272056,2,1,40,0,0,0,0,1,1
